"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1236","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1424","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1229","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1306","","","","0"
"2020-01","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","20696","","","","0"
"2020-04","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","23144","","","","0"
"2020-07","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","24023","","","","0"
"2020-10","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","23785","","","","0"
"2021-01","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","22492","","","","0"
"2021-04","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","22951","","","","0"
"2021-07","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","25333","","","","0"
"2021-10","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","24264","","","","0"
"2022-01","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","22174","","","","0"
"2022-04","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","23058","","","","0"
"2022-07","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","25702","","","","0"
"2022-10","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","26011","","","","0"
"2023-01","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","23953","","","","0"
"2023-04","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","24517","","","","0"
"2023-07","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","26344","","","","0"
"2023-10","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","26635","","","","0"
"2024-01","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","25607","","","","0"
"2024-04","Canada","2016A000011124","Value per household","55 to 64 years","Household disposable income","Dollars","81","units","0","v1278067104","1.3.20.1","26215","","","","0"
"2020-01","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","25109","","","","0"
"2020-04","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","27286","","","","0"
"2020-07","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","28404","","","","0"
"2020-10","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","28390","","","","0"
"2021-01","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","27289","","","","0"
"2021-04","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","27633","","","","0"
"2021-07","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","30064","","","","0"
"2021-10","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","29120","","","","0"
"2022-01","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","27333","","","","0"
"2022-04","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","27935","","","","0"
"2022-07","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","30634","","","","0"
"2022-10","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","31037","","","","0"
"2023-01","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","29273","","","","0"
"2023-04","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","29585","","","","0"
"2023-07","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","31551","","","","0"
"2023-10","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","32075","","","","0"
"2024-01","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","31150","","","","0"
"2024-04","Canada","2016A000011124","Value per household","55 to 64 years","Adjusted household disposable income","Dollars","81","units","0","v1278067131","1.3.20.28","31664","","","","0"
"2020-01","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","21013","","","","0"
"2020-04","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","19582","","","","0"
"2020-07","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","22245","","","","0"
"2020-10","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","22202","","","","0"
"2021-01","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","20264","","","","0"
"2021-04","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","22855","","","","0"
"2021-07","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","24475","","","","0"
"2021-10","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","24305","","","","0"
"2022-01","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","22923","","","","0"
"2022-04","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","25972","","","","0"
"2022-07","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","26198","","","","0"
"2022-10","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","26468","","","","0"
"2023-01","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","24955","","","","0"
"2023-04","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","27313","","","","0"
"2023-07","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","27392","","","","0"
"2023-10","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","27722","","","","0"
"2024-01","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","26376","","","","0"
"2024-04","Canada","2016A000011124","Value per household","55 to 64 years","Household final consumption expenditure (HFCE)","Dollars","81","units","0","v1278067111","1.3.20.8","28915","","","","0"
"2020-01","Canada","2016A000011124","Value per household","55 to 64 years","Food and non-alcoholic beverages","Dollars","81","units","0","v1278067112","1.3.20.9","1981","","","","0"
