"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.4","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.7","","","","1"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.8","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Rank of leading causes of death","Number","223","units","0","v1300174441","1.1.1.51.1","","..","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","26065","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","26947","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","27782","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","28838","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","29266","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","30898","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","33373","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","34788","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","35317","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","36290","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","37611","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","40031","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","40917","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","43337","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","45877","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","48046","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","51263","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","52768","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","57203","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","58893","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","62898","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","66262","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","78348","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Number of deaths","Number","223","units","0","v41341142","1.1.1.51.2","76010","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347502","1.1.1.51.4","84.7","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Other causes of death","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347502","1.1.1.51.4","86.6","","","","1"
