"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2173","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2249","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2286","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2370","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2355","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2701","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2400","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2405","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2557","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2478","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2520","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2586","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2884","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2644","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2696","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2777","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2831","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2833","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2650","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2834","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2891","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","2927","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3031","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3136","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3184","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3482","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3406","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3419","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","3362","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","4070","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","4128","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","4348","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, December","Number of deaths","Number","223","units","0","v21216614","11.13.1","4043","","","","0"
"1991","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","114","","","","0"
"1992","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","117","","","","0"
"1993","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","123","","","","0"
"1994","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","124","","","","0"
"1995","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","157","","","","0"
"1996","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","120","","","","0"
"1997","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","123","","","","0"
"1998","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","135","","","","0"
"1999","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","135","","","","0"
"2000","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","156","","","","0"
"2001","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","134","","","","0"
"2002","Yukon, place of residence","2016A000260","Total, month of death","Number of deaths","Number","223","units","0","v21216616","12.1.1","147","","","","0"
