"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","293.7","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","327.5","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","330.7","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","315.1","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","357.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","347.9","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","367.2","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","371.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","392.1","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","416.9","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","430.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","443.5","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","466.3","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","498.3","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","477.8","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","518.8","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","545.5","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040579","1.5.4.2.4","585.8","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","817.2","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","866.1","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","858.3","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","871.1","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","863.3","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","920.6","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","926.3","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","971.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","994.4","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1025.9","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1097.9","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1139.3","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1171.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1239.1","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1180.4","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1315.6","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1338.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040580","1.5.4.3.1","1399.7","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","30.8","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","29.7","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","32.6","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","27.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","29.5","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","31.4","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","25.5","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","24.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","28.1","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","29.0","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","29.5","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","31.9","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","33.4","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","38.8","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","33.9","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","42.9","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","38.9","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040581","1.5.4.3.2","40.2","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040582","1.5.4.3.3","601.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040582","1.5.4.3.3","642.8","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040582","1.5.4.3.3","618.6","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040582","1.5.4.3.3","621.4","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040582","1.5.4.3.3","608.6","","","","1"
