"marker","lg","cM"
"Lcu.2RBY.Chr6p104166694","LG6",955.28
"Lcu.2RBY.Chr6p104665001","LG6",955.79
"Lcu.2RBY.Chr6p111296685","LG6",956.83
"Lcu.2RBY.Chr6p168093347","LG6",957.84
"Lcu.2RBY.Chr6p164734962","LG6",958.33
"Lcu.2RBY.Chr6p170259266","LG6",959.37
"Lcu.2RBY.Chr6p166191657","LG6",960.4
"Lcu.2RBY.Chr6p168092014","LG6",961.44
"Lcu.2RBY.Chr6p168091999","LG6",961.94
"Lcu.2RBY.Chr6p168091972","LG6",962.97
"Lcu.2RBY.Chr6p168091938","LG6",964.62
"Lcu.2RBY.Chr6p168091923","LG6",965.14
"Lcu.2RBY.Chr6p168091918","LG6",965.65
"Lcu.2RBY.Chr6p168091906","LG6",967.18
"Lcu.2RBY.Chr6p165250215","LG6",970.45
"Lcu.2RBY.Chr6p164737150","LG6",972.06
"Lcu.2RBY.Chr6p191346954","LG6",972.6
"Lcu.2RBY.Chr6p184092175","LG6",973.12
"Lcu.2RBY.Chr6p183628132","LG6",973.61
"Lcu.2RBY.Chr6p199688048","LG6",974.12
"Lcu.2RBY.Chr6p197884878","LG6",975.17
"Lcu.2RBY.unitig1921p401583","LG6",979.63
"Lcu.2RBY.Chr6p67702729","LG6",993.62
"Lcu.2RBY.Chr6p67702810","LG6",994.26
"Lcu.2RBY.Chr6p67702903","LG6",997.34
"Lcu.2RBY.Chr6p67702897","LG6",998.57
"Lcu.2RBY.Chr6p67702875","LG6",999.23
"Lcu.2RBY.Chr6p67702832","LG6",1002.86
"Lcu.2RBY.Chr6p8514021","LG6",1010.05
"Lcu.2RBY.Chr6p8514038","LG6",1010.62
"Lcu.2RBY.Chr6p8514267","LG6",1013.87
"Lcu.2RBY.Chr6p11547302","LG6",1016.78
"Lcu.2RBY.Chr6p11547179","LG6",1018.23
"Lcu.2RBY.Chr6p15055771","LG6",1021.93
"Lcu.2RBY.Chr6p15055768","LG6",1022.92
"Lcu.2RBY.Chr6p15091311","LG6",1026.53
"Lcu.2RBY.Chr6p14411095","LG6",1027
"Lcu.2RBY.Chr6p12209116","LG6",1028.4
"Lcu.2RBY.Chr6p11053401","LG6",1029.35
"Lcu.2RBY.Chr6p10578169","LG6",1030.82
"Lcu.2RBY.Chr6p9374814","LG6",1032.28
"Lcu.2RBY.Chr6p9377048","LG6",1032.75
"Lcu.2RBY.Chr6p8575123","LG6",1033.76
"Lcu.2RBY.Chr6p8513839","LG6",1034.77
"Lcu.2RBY.unitig1188p239940","LG6",1035.73
"Lcu.2RBY.unitig1188p588242","LG6",1037.16
"Lcu.2RBY.Chr6p960520","LG6",1042.86
"Lcu.2RBY.Chr6p960635","LG6",1043.33
"Lcu.2RBY.Chr6p1117364","LG6",1044.83
"Lcu.2RBY.Chr6p1125171","LG6",1045.34
"Lcu.2RBY.Chr7p525741192","LG7.1",0
"Lcu.2RBY.Chr7p525741218","LG7.1",1.6
"Lcu.2RBY.Chr7p525741398","LG7.1",8.79
"Lcu.2RBY.Chr7p525655006","LG7.1",11.54
"Lcu.2RBY.Chr7p525680767","LG7.1",12.01
"Lcu.2RBY.Chr7p525872713","LG7.1",12.47
"Lcu.2RBY.Chr7p525837658","LG7.1",12.94
"Lcu.2RBY.Chr7p526428382","LG7.1",14.4
"Lcu.2RBY.Chr7p525812548","LG7.1",18.49
"Lcu.2RBY.Chr7p525738487","LG7.1",23.68
"Lcu.2RBY.Chr7p526818809","LG7.1",28.24
"Lcu.2RBY.Chr7p526819246","LG7.1",28.72
"Lcu.2RBY.Chr7p526981542","LG7.1",30.17
"Lcu.2RBY.Chr7p526992737","LG7.1",31.12
"Lcu.2RBY.Chr7p526993707","LG7.1",31.59
"Lcu.2RBY.Chr7p527257117","LG7.1",32.06
"Lcu.2RBY.Chr7p527314489","LG7.1",32.52
"Lcu.2RBY.Chr7p527362737","LG7.1",33.94
"Lcu.2RBY.Chr7p527390577","LG7.1",34.87
"Lcu.2RBY.Chr7p527726487","LG7.1",35.81
"Lcu.2RBY.Chr7p527814331","LG7.1",36.27
"Lcu.2RBY.Chr7p527726100","LG7.1",37.2
"Lcu.2RBY.Chr7p527844928","LG7.1",38.15
"Lcu.2RBY.Chr7p528252070","LG7.1",38.62
"Lcu.2RBY.Chr7p528905264","LG7.1",39.56
"Lcu.2RBY.Chr7p529000025","LG7.1",40.02
"Lcu.2RBY.Chr7p529007406","LG7.1",40.48
"Lcu.2RBY.Chr7p528932467","LG7.1",41.41
"Lcu.2RBY.Chr7p528546224","LG7.1",46.06
"Lcu.2RBY.Chr7p525741549","LG7.1",57.51
"Lcu.2RBY.Chr7p525741644","LG7.1",59.61
"Lcu.2RBY.Chr7p525741653","LG7.1",60.09
"Lcu.2RBY.Chr7p525526359","LG7.1",62.12
"Lcu.2RBY.Chr7p525615603","LG7.1",63.1
"Lcu.2RBY.Chr7p525566006","LG7.1",64.07
"Lcu.2RBY.Chr7p525358502","LG7.1",64.54
"Lcu.2RBY.Chr7p525167825","LG7.1",65.47
"Lcu.2RBY.Chr7p524918181","LG7.1",65.95
"Lcu.2RBY.Chr7p524814957","LG7.1",66.9
"Lcu.2RBY.Chr7p524089051","LG7.1",69.45
"Lcu.2RBY.Chr7p524173825","LG7.1",70.44
"Lcu.2RBY.Chr7p524174403","LG7.1",70.92
"Lcu.2RBY.Chr7p523283033","LG7.1",72.84
"Lcu.2RBY.Chr7p523270721","LG7.1",73.81
"Lcu.2RBY.Chr7p523123401","LG7.1",74.29
"Lcu.2RBY.Chr7p523017919","LG7.1",74.77
"Lcu.2RBY.Chr7p523050484","LG7.1",75.28
"Lcu.2RBY.Chr7p522929581","LG7.1",75.79
"Lcu.2RBY.Chr7p522687816","LG7.1",76.78
"Lcu.2RBY.Chr7p522625629","LG7.1",78.28
"Lcu.2RBY.Chr7p522625527","LG7.1",79.24
"Lcu.2RBY.Chr7p522456404","LG7.1",80.21
"Lcu.2RBY.Chr7p521988998","LG7.1",81.17
"Lcu.2RBY.Chr7p521905698","LG7.1",81.64
"Lcu.2RBY.Chr7p522370986","LG7.1",82.61
"Lcu.2RBY.Chr7p521565772","LG7.1",83.57
"Lcu.2RBY.Chr7p521565829","LG7.1",85.07
"Lcu.2RBY.Chr7p520941496","LG7.1",95.07
"Lcu.2RBY.Chr7p520942504","LG7.1",103.59
"Lcu.2RBY.Chr7p521213716","LG7.1",104.59
"Lcu.2RBY.Chr7p520912485","LG7.1",106.06
"Lcu.2RBY.Chr7p521064243","LG7.1",108.07
"Lcu.2RBY.Chr7p520941590","LG7.1",110.19
"Lcu.2RBY.Chr7p521293709","LG7.1",111.76
"Lcu.2RBY.Chr7p521349928","LG7.1",112.72
"Lcu.2RBY.Chr7p521279503","LG7.1",113.69
"Lcu.2RBY.Chr7p521459156","LG7.1",114.19
"Lcu.2RBY.Chr7p521278550","LG7.1",115.15
"Lcu.2RBY.Chr7p520566298","LG7.1",116.11
"Lcu.2RBY.Chr7p520546928","LG7.1",116.59
"Lcu.2RBY.Chr7p519832203","LG7.1",119.02
"Lcu.2RBY.Chr7p519873860","LG7.1",119.5
"Lcu.2RBY.Chr7p519860383","LG7.1",119.98
"Lcu.2RBY.Chr7p519877610","LG7.1",120.92
"Lcu.2RBY.Chr7p519591977","LG7.1",121.86
"Lcu.2RBY.Chr7p519589664","LG7.1",123.31
"Lcu.2RBY.Chr7p519574894","LG7.1",123.78
"Lcu.2RBY.Chr7p519367236","LG7.1",124.74
"Lcu.2RBY.Chr7p518489238","LG7.1",125.7
"Lcu.2RBY.Chr7p518330069","LG7.1",126.16
"Lcu.2RBY.Chr7p518229052","LG7.1",127.1
"Lcu.2RBY.Chr7p517280573","LG7.1",133.32
"Lcu.2RBY.Chr7p517280661","LG7.1",137.97
"Lcu.2RBY.Chr7p516670614","LG7.1",138.93
"Lcu.2RBY.Chr7p516670633","LG7.1",139.39
"Lcu.2RBY.Chr7p516670672","LG7.1",139.86
"Lcu.2RBY.Chr7p517198469","LG7.1",140.34
"Lcu.2RBY.Chr7p516780068","LG7.1",141.29
"Lcu.2RBY.Chr7p516671915","LG7.1",141.77
"Lcu.2RBY.Chr7p516633531","LG7.1",142.7
"Lcu.2RBY.Chr7p516633753","LG7.1",143.16
"Lcu.2RBY.Chr7p516382635","LG7.1",143.63
"Lcu.2RBY.Chr7p516374205","LG7.1",144.59
"Lcu.2RBY.Chr7p516358293","LG7.1",145.05
"Lcu.2RBY.Chr7p516146778","LG7.1",146.46
"Lcu.2RBY.Chr7p516144052","LG7.1",147.4
"Lcu.2RBY.Chr7p516201717","LG7.1",148.35
"Lcu.2RBY.Chr7p516201640","LG7.1",149.8
"Lcu.2RBY.Chr7p516229955","LG7.1",150.79
"Lcu.2RBY.Chr7p516229922","LG7.1",151.28
"Lcu.2RBY.Chr7p516229812","LG7.1",152.24
"Lcu.2RBY.Chr7p516518467","LG7.1",154.18
"Lcu.2RBY.Chr7p516772469","LG7.1",155.58
"Lcu.2RBY.Chr7p516666670","LG7.1",156.53
"Lcu.2RBY.Chr7p516670091","LG7.1",157.01
"Lcu.2RBY.Chr7p520110437","LG7.1",158
"Lcu.2RBY.Chr7p520104025","LG7.1",159.53
"Lcu.2RBY.Chr7p520101875","LG7.1",165.89
"Lcu.2RBY.Chr7p503526735","LG7.1",177.83
"Lcu.2RBY.Chr7p506606671","LG7.1",185.24
"Lcu.2RBY.Chr7p506606644","LG7.1",185.85
"Lcu.2RBY.Chr7p506606706","LG7.1",187.07
"Lcu.2RBY.Chr7p506606725","LG7.1",188.9
"Lcu.2RBY.Chr7p506606731","LG7.1",189.5
"Lcu.2RBY.Chr7p506606734","LG7.1",190.1
"Lcu.2RBY.Chr7p506606746","LG7.1",193.9
"Lcu.2RBY.Chr7p506606747","LG7.1",194.47
"Lcu.2RBY.Chr7p506606752","LG7.1",195.06
"Lcu.2RBY.Chr7p514490663","LG7.1",210
"Lcu.2RBY.Chr7p55991773","LG7.1",215.33
"Lcu.2RBY.Chr7p365555514","LG7.1",216.91
"Lcu.2RBY.Chr7p52421505","LG7.1",222.91
"Lcu.2RBY.Chr7p198734939","LG7.1",227.09
"Lcu.2RBY.Chr7p89555838","LG7.1",229.39
"Lcu.2RBY.Chr7p325638504","LG7.1",237.31
"Lcu.2RBY.Chr7p325653254","LG7.1",245.32
"Lcu.2RBY.Chr7p325653292","LG7.1",250.41
"Lcu.2RBY.Chr7p511906289","LG7.1",260.37
"Lcu.2RBY.Chr7p514492484","LG7.1",266.75
"Lcu.2RBY.Chr7p514487287","LG7.1",267.81
"Lcu.2RBY.Chr7p514964209","LG7.1",268.28
"Lcu.2RBY.Chr7p514947541","LG7.1",268.76
"Lcu.2RBY.Chr7p514708340","LG7.1",270.26
"Lcu.2RBY.Chr7p514470707","LG7.1",270.74
"Lcu.2RBY.Chr7p513601115","LG7.1",272.24
"Lcu.2RBY.Chr7p510917334","LG7.1",273.79
"Lcu.2RBY.Chr7p510917337","LG7.1",274.28
"Lcu.2RBY.Chr7p511261172","LG7.1",275.28
"Lcu.2RBY.Chr7p511260646","LG7.1",275.75
"Lcu.2RBY.Chr7p511894883","LG7.1",277.18
"Lcu.2RBY.Chr7p510998588","LG7.1",278.11
"Lcu.2RBY.Chr7p509253557","LG7.1",279.54
"Lcu.2RBY.Chr7p507991127","LG7.1",281.04
"Lcu.2RBY.Chr7p507879530","LG7.1",282.02
"Lcu.2RBY.Chr7p506118708","LG7.1",282.48
"Lcu.2RBY.Chr7p506902788","LG7.1",283.45
"Lcu.2RBY.Chr7p507010220","LG7.1",284.45
"Lcu.2RBY.Chr7p505583843","LG7.1",284.95
"Lcu.2RBY.Chr7p505583418","LG7.1",285.45
"Lcu.2RBY.Chr7p507533132","LG7.1",285.93
"Lcu.2RBY.Chr7p505583976","LG7.1",287.37
"Lcu.2RBY.Chr7p505142302","LG7.1",289.32
"Lcu.2RBY.Chr7p504863330","LG7.1",289.8
"Lcu.2RBY.Chr7p505141764","LG7.1",290.79
"Lcu.2RBY.Chr7p504861649","LG7.1",291.75
"Lcu.2RBY.Chr7p507552261","LG7.1",293.18
"Lcu.2RBY.Chr7p506900479","LG7.1",294.15
"Lcu.2RBY.Chr7p505993285","LG7.1",295.16
"Lcu.2RBY.Chr7p507551846","LG7.1",296.76
"Lcu.2RBY.Chr7p508687933","LG7.1",298.39
"Lcu.2RBY.Chr7p508842626","LG7.1",299.41
"Lcu.2RBY.Chr7p508580414","LG7.1",300.91
"Lcu.2RBY.Chr7p506798431","LG7.1",302.5
"Lcu.2RBY.Chr7p503574011","LG7.1",303.62
"Lcu.2RBY.Chr7p504213529","LG7.1",304.12
"Lcu.2RBY.Chr7p503403731","LG7.1",304.62
"Lcu.2RBY.Chr7p503403808","LG7.1",309.93
"Lcu.2RBY.Chr7p502146549","LG7.1",315.84
"Lcu.2RBY.Chr7p502860134","LG7.1",316.8
"Lcu.2RBY.Chr7p502627741","LG7.1",318.26
"Lcu.2RBY.Chr7p502485086","LG7.1",319.77
"Lcu.2RBY.Chr7p502060779","LG7.1",321.26
"Lcu.2RBY.Chr7p502481293","LG7.1",322.26
"Lcu.2RBY.Chr7p502481238","LG7.1",322.75
"Lcu.2RBY.Chr7p502482975","LG7.1",323.28
"Lcu.2RBY.Chr7p502010802","LG7.1",324.41
"Lcu.2RBY.Chr7p488873546","LG7.1",331.78
"Lcu.2RBY.Chr7p488475213","LG7.1",332.27
"Lcu.2RBY.Chr7p485137146","LG7.1",336.12
"Lcu.2RBY.Chr7p484409766","LG7.1",336.65
"Lcu.2RBY.Chr7p484755850","LG7.1",337.14
"Lcu.2RBY.Chr7p481531430","LG7.1",338.16
"Lcu.2RBY.Chr7p481809583","LG7.1",339.16
"Lcu.2RBY.Chr7p484616305","LG7.1",340.61
"Lcu.2RBY.Chr7p484616319","LG7.1",341.1
"Lcu.2RBY.Chr7p483639415","LG7.1",342.13
"Lcu.2RBY.Chr7p484372238","LG7.1",343.15
"Lcu.2RBY.Chr7p481384798","LG7.1",344.18
"Lcu.2RBY.Chr7p482238386","LG7.1",344.7
"Lcu.2RBY.Chr7p481723298","LG7.1",345.69
"Lcu.2RBY.Chr7p481386051","LG7.1",347.12
"Lcu.2RBY.Chr7p481809234","LG7.1",347.62
"Lcu.2RBY.Chr7p469688481","LG7.1",350.92
"Lcu.2RBY.unitig2670p372411","LG7.1",356.57
"Lcu.2RBY.Chr7p472419040","LG7.1",360.32
"Lcu.2RBY.Chr7p437784862","LG7.1",361.36
"Lcu.2RBY.Chr7p84234901","LG7.1",362.83
"Lcu.2RBY.Chr7p27224367","LG7.1",363.31
"Lcu.2RBY.Chr7p59486240","LG7.1",363.82
"Lcu.2RBY.Chr7p142338298","LG7.1",364.33
"Lcu.2RBY.Chr7p104397340","LG7.1",365.39
"Lcu.2RBY.Chr7p110379906","LG7.1",367.02
"Lcu.2RBY.Chr7p52124362","LG7.1",368.58
"Lcu.2RBY.Chr7p144262090","LG7.1",369.68
"Lcu.2RBY.Chr7p94447534","LG7.1",370.22
"Lcu.2RBY.Chr7p55804752","LG7.1",371.28
"Lcu.2RBY.Chr7p65158635","LG7.1",372.32
"Lcu.2RBY.Chr7p135521942","LG7.1",373.3
"Lcu.2RBY.Chr7p53033423","LG7.1",374.38
"Lcu.2RBY.Chr7p188192742","LG7.1",375.48
"Lcu.2RBY.Chr7p113934121","LG7.1",376.51
"Lcu.2RBY.Chr7p113934015","LG7.1",377
"Lcu.2RBY.Chr7p176148112","LG7.1",378
"Lcu.2RBY.Chr7p28378920","LG7.1",378.5
"Lcu.2RBY.Chr7p31726088","LG7.1",379.48
"Lcu.2RBY.Chr7p24287176","LG7.1",380
"Lcu.2RBY.Chr7p64348570","LG7.1",381.09
"Lcu.2RBY.Chr7p56900284","LG7.1",382.84
"Lcu.2RBY.Chr7p77324769","LG7.1",384.14
"Lcu.2RBY.Chr7p113647088","LG7.1",384.71
"Lcu.2RBY.Chr7p147462829","LG7.1",385.76
"Lcu.2RBY.Chr7p148748106","LG7.1",386.77
"Lcu.2RBY.Chr7p148747995","LG7.1",387.76
"Lcu.2RBY.Chr7p185445982","LG7.1",388.82
"Lcu.2RBY.Chr7p304759458","LG7.1",390.43
"Lcu.2RBY.Chr7p270636580","LG7.1",392.01
"Lcu.2RBY.unitig0862p52205","LG7.1",395.14
"Lcu.2RBY.Chr7p300722223","LG7.1",398.17
"Lcu.2RBY.Chr7p242553594","LG7.1",399.16
"Lcu.2RBY.Chr7p242553636","LG7.1",399.65
"Lcu.2RBY.unitig1340p112290","LG7.1",400.64
"Lcu.2RBY.unitig2043p309998","LG7.1",401.61
"Lcu.2RBY.Chr7p220870253","LG7.1",402.6
"Lcu.2RBY.Chr7p253797690","LG7.1",403.61
"Lcu.2RBY.Chr7p271139445","LG7.1",404.66
"Lcu.2RBY.unitig2537p436681","LG7.1",405.69
"Lcu.2RBY.Chr7p229940577","LG7.1",407.82
"Lcu.2RBY.Chr7p242520909","LG7.1",410.95
"Lcu.2RBY.unitig4437p53175","LG7.1",412.56
"Lcu.2RBY.unitig2983p62321","LG7.1",415.19
"Lcu.2RBY.unitig3625p180533","LG7.1",420.34
"Lcu.2RBY.unitig3625p180125","LG7.1",420.89
"Lcu.2RBY.Chr4p191619110","LG7.1",425.25
"Lcu.2RBY.Chr4p191619237","LG7.1",425.86
"Lcu.2RBY.Chr7p292672593","LG7.1",429.07
"Lcu.2RBY.unitig2216p466634","LG7.1",430.62
"Lcu.2RBY.unitig1081p776828","LG7.1",432.06
"Lcu.2RBY.unitig0966p931900","LG7.1",433.01
"Lcu.2RBY.Chr7p233012662","LG7.1",435.56
"Lcu.2RBY.Chr7p231510687","LG7.1",438.76
"Lcu.2RBY.Chr7p320119694","LG7.1",443.22
"Lcu.2RBY.Chr7p211682963","LG7.1",448.86
"Lcu.2RBY.Chr7p367131365","LG7.1",451.44
"Lcu.2RBY.Chr7p384230153","LG7.1",451.93
"Lcu.2RBY.Chr7p384793354","LG7.1",452.43
"Lcu.2RBY.Chr7p234138603","LG7.1",454.52
"Lcu.2RBY.Chr7p160354862","LG7.1",456.02
"Lcu.2RBY.Chr7p170687034","LG7.1",457.58
"Lcu.2RBY.Chr7p42106734","LG7.1",460.13
"Lcu.2RBY.Chr7p42106760","LG7.1",460.61
"Lcu.2RBY.Chr7p153091529","LG7.1",462.13
"Lcu.2RBY.Chr7p24287532","LG7.1",463.63
"Lcu.2RBY.Chr7p24286498","LG7.1",464.63
"Lcu.2RBY.Chr7p37689507","LG7.1",465.14
"Lcu.2RBY.Chr7p29319802","LG7.1",466.15
"Lcu.2RBY.Chr7p29303382","LG7.1",467.15
"Lcu.2RBY.Chr7p27045918","LG7.1",468.15
"Lcu.2RBY.Chr7p33293808","LG7.1",469.14
"Lcu.2RBY.Chr7p31742165","LG7.1",470.14
"Lcu.2RBY.Chr7p24287882","LG7.1",471.15
"Lcu.2RBY.Chr7p31178371","LG7.1",472.19
"Lcu.2RBY.Chr7p30915527","LG7.1",473.22
"Lcu.2RBY.Chr7p211203487","LG7.1",475.8
"Lcu.2RBY.Chr7p242271863","LG7.1",478.25
"Lcu.2RBY.Chr7p242272009","LG7.1",479.19
"Lcu.2RBY.Chr7p388694040","LG7.1",479.67
"Lcu.2RBY.Chr7p388744536","LG7.1",480.69
"Lcu.2RBY.Chr7p388744435","LG7.1",482.21
"Lcu.2RBY.Chr7p380916001","LG7.1",483.74
"Lcu.2RBY.unitig1147p59266","LG7.1",486.29
"Lcu.2RBY.Chr7p470841146","LG7.1",490.06
"Lcu.2RBY.unitig1303p580052","LG7.1",493.29
"Lcu.2RBY.unitig1303p862058","LG7.1",495.24
"Lcu.2RBY.unitig1303p90712","LG7.1",496.65
"Lcu.2RBY.Chr7p472418928","LG7.1",497.66
"Lcu.2RBY.Chr7p470297551","LG7.1",498.69
"Lcu.2RBY.Chr7p448542115","LG7.1",499.66
"Lcu.2RBY.Chr7p469718428","LG7.1",500.16
"Lcu.2RBY.Chr7p469688857","LG7.1",501.19
"Lcu.2RBY.Chr7p451455959","LG7.1",502.77
"Lcu.2RBY.Chr7p459298067","LG7.1",504.92
"Lcu.2RBY.Chr7p427308924","LG7.1",506.47
"Lcu.2RBY.Chr7p424536198","LG7.1",507.47
"Lcu.2RBY.Chr7p410804333","LG7.1",508.49
"Lcu.2RBY.Chr7p436915163","LG7.1",510.05
"Lcu.2RBY.Chr7p142470675","LG7.1",511.09
"Lcu.2RBY.Chr7p172977220","LG7.1",512.64
"Lcu.2RBY.Chr7p141478288","LG7.1",515.84
"Lcu.2RBY.Chr7p135469062","LG7.1",518.56
"Lcu.2RBY.Chr7p62522642","LG7.1",520.83
"Lcu.2RBY.Chr7p185208081","LG7.1",523.03
"Lcu.2RBY.Chr7p41333505","LG7.1",524.64
"Lcu.2RBY.Chr7p41335713","LG7.1",525.72
"Lcu.2RBY.Chr7p31289108","LG7.1",526.78
"Lcu.2RBY.Chr7p129566621","LG7.1",527.3
"Lcu.2RBY.Chr7p119916936","LG7.1",528.31
"Lcu.2RBY.Chr7p110545287","LG7.1",528.82
"Lcu.2RBY.Chr7p78393176","LG7.1",529.8
"Lcu.2RBY.Chr7p115702325","LG7.1",531.29
"Lcu.2RBY.Chr7p152119043","LG7.1",532.83
"Lcu.2RBY.Chr7p162466500","LG7.1",533.87
"Lcu.2RBY.Chr7p463986036","LG7.1",535.44
"Lcu.2RBY.Chr7p451456596","LG7.1",536.43
"Lcu.2RBY.Chr7p447575095","LG7.1",536.92
"Lcu.2RBY.Chr7p449674800","LG7.1",538.41
"Lcu.2RBY.Chr7p462979278","LG7.1",539.37
"Lcu.2RBY.Chr7p459300972","LG7.1",540.87
"Lcu.2RBY.Chr7p450422881","LG7.1",543.5
"Lcu.2RBY.Chr7p469046252","LG7.1",546.06
"Lcu.2RBY.Chr7p469167321","LG7.1",547.06
"Lcu.2RBY.Chr7p469046577","LG7.1",548.08
"Lcu.2RBY.Chr7p469046525","LG7.1",548.57
"Lcu.2RBY.Chr7p469046502","LG7.1",550.07
"Lcu.2RBY.Chr7p462979332","LG7.1",552.09
"Lcu.2RBY.Chr7p462979373","LG7.1",552.59
"Lcu.2RBY.Chr7p459294873","LG7.1",553.09
"Lcu.2RBY.Chr7p464868558","LG7.1",553.59
"Lcu.2RBY.Chr7p462980110","LG7.1",555.76
"Lcu.2RBY.Chr7p422741178","LG7.1",557.98
"Lcu.2RBY.Chr7p170407054","LG7.1",560.09
"Lcu.2RBY.Chr7p165725423","LG7.1",561.67
"Lcu.2RBY.unitig1238p103833","LG7.1",563.2
"Lcu.2RBY.unitig1238p104066","LG7.1",564.15
"Lcu.2RBY.Chr7p202643341","LG7.1",565.62
"Lcu.2RBY.Chr7p202645025","LG7.1",567.67
"Lcu.2RBY.unitig4863p52338","LG7.1",569.21
"Lcu.2RBY.unitig4589p43563","LG7.1",570.68
"Lcu.2RBY.Chr7p194945961","LG7.1",571.66
"Lcu.2RBY.Chr7p77039372","LG7.1",573.2
"Lcu.2RBY.Chr7p184152080","LG7.1",574.77
"Lcu.2RBY.Chr7p138671251","LG7.1",575.79
"Lcu.2RBY.Chr7p129565496","LG7.1",577.32
"Lcu.2RBY.Chr7p165729803","LG7.1",578.34
"Lcu.2RBY.Chr7p125299060","LG7.1",579.9
"Lcu.2RBY.Chr7p165725419","LG7.1",581.96
"Lcu.2RBY.Chr7p183809737","LG7.1",582.47
"Lcu.2RBY.Chr7p25102806","LG7.1",584.04
"Lcu.2RBY.unitig2216p478318","LG7.1",586.06
"Lcu.2RBY.Chr7p280631851","LG7.1",587.05
"Lcu.2RBY.Chr7p220347956","LG7.1",588.09
"Lcu.2RBY.Chr7p26553361","LG7.1",590.29
"Lcu.2RBY.Chr7p33292122","LG7.1",591.87
"Lcu.2RBY.Chr7p24576070","LG7.1",594
"Lcu.2RBY.Chr7p23109299","LG7.1",595.56
"Lcu.2RBY.Chr7p150472210","LG7.1",597.09
"Lcu.2RBY.Chr7p148850581","LG7.1",598.1
"Lcu.2RBY.Chr7p67655241","LG7.1",599.7
"Lcu.2RBY.Chr7p45910240","LG7.1",601.78
"Lcu.2RBY.Chr7p141462973","LG7.1",602.26
"Lcu.2RBY.Chr7p113508547","LG7.1",602.74
"Lcu.2RBY.Chr7p388692879","LG7.1",609.64
"Lcu.2RBY.Chr3p90513743","LG7.1",618.75
"Lcu.2RBY.Chr7p143709763","LG7.1",623.43
"Lcu.2RBY.Chr7p55990403","LG7.1",625.87
"Lcu.2RBY.Chr7p434401551","LG7.1",627.6
"Lcu.2RBY.Chr7p419809597","LG7.1",628.68
"Lcu.2RBY.Chr7p412493863","LG7.1",630.16
"Lcu.2RBY.Chr7p413889061","LG7.1",631.66
"Lcu.2RBY.Chr7p391400239","LG7.1",632.15
"Lcu.2RBY.Chr7p420076015","LG7.1",634.84
"Lcu.2RBY.Chr7p278779056","LG7.1",641.19
"Lcu.2RBY.Chr7p278779029","LG7.1",644.26
"Lcu.2RBY.Chr7p278778982","LG7.1",646.76
"Lcu.2RBY.Chr7p278778937","LG7.1",647.73
"Lcu.2RBY.Chr7p292676470","LG7.1",650.61
"Lcu.2RBY.Chr7p244904695","LG7.1",654.23
"Lcu.2RBY.Chr7p215854970","LG7.1",655.76
"Lcu.2RBY.Chr7p246410595","LG7.1",657.29
"Lcu.2RBY.Chr7p218514782","LG7.1",658.33
"Lcu.2RBY.unitig2824p58137","LG7.1",659.86
"Lcu.2RBY.Chr7p215850336","LG7.1",660.87
"Lcu.2RBY.Chr7p301960276","LG7.1",662.44
"Lcu.2RBY.Chr4p9295099","LG7.1",666.15
"Lcu.2RBY.Chr7p264092558","LG7.1",670.53
"Lcu.2RBY.Chr7p505890271","LG7.1",675.14
"Lcu.2RBY.Chr7p393527795","LG7.1",677.89
"Lcu.2RBY.Chr6p309410890","LG7.1",679.44
"Lcu.2RBY.Chr7p395176281","LG7.1",680.45
"Lcu.2RBY.Chr7p420075521","LG7.1",681.46
"Lcu.2RBY.Chr7p422745902","LG7.1",682.49
"Lcu.2RBY.Chr7p389119567","LG7.1",683.51
"Lcu.2RBY.Chr7p389078594","LG7.1",685.58
"Lcu.2RBY.Chr7p383655843","LG7.1",687.64
"Lcu.2RBY.unitig1109p213656","LG7.1",689.68
"Lcu.2RBY.Chr7p284695639","LG7.1",691.98
"Lcu.2RBY.unitig3517p125441","LG7.1",693.67
"Lcu.2RBY.unitig3517p125518","LG7.1",694.63
"Lcu.2RBY.Chr7p418690744","LG7.1",698.17
"Lcu.2RBY.Chr7p418339666","LG7.1",700.1
"Lcu.2RBY.Chr7p420058374","LG7.1",701.08
"Lcu.2RBY.Chr7p419037539","LG7.1",701.59
"Lcu.2RBY.Chr7p420074702","LG7.1",702.1
"Lcu.2RBY.unitig3344p140973","LG7.1",703.07
"Lcu.2RBY.Chr7p428894643","LG7.1",704.05
"Lcu.2RBY.Chr7p420502561","LG7.1",705.58
"Lcu.2RBY.Chr7p422746570","LG7.1",707.63
"Lcu.2RBY.Chr7p255761252","LG7.1",715.38
"Lcu.2RBY.Chr7p71789439","LG7.1",726.36
"Lcu.2RBY.Chr7p163470296","LG7.1",730.87
"Lcu.2RBY.unitig3834p163783","LG7.1",734.1
"Lcu.2RBY.Chr7p221260740","LG7.1",739.41
"Lcu.2RBY.Chr7p296809910","LG7.1",745.47
"Lcu.2RBY.unitig2983p59137","LG7.1",757.06
"Lcu.2RBY.unitig2983p59187","LG7.1",759.05
"Lcu.2RBY.unitig2983p59188","LG7.1",760.02
"Lcu.2RBY.Chr7p148956017","LG7.1",775.66
"Lcu.2RBY.Chr7p19975441","LG7.1",786.1
"Lcu.2RBY.Chr7p395118664","LG7.1",794.06
"Lcu.2RBY.Chr7p140966744","LG7.1",799.51
