"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","46","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","48","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","49","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","51","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","54","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","56","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","6","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","7","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","8","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","8","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","10","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","10","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","12","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","15","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","17","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","17","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","18","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","21","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","22","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","23","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","24","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","25","","","","0"
"2016","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","26","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","28","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","29","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","31","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","33","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944206","38.26","36","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","2","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","2","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","2","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","2","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","3","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","4","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","4","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","5","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","6","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","7","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","7","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","8","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","9","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","10","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","11","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","11","","","","0"
"2016","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","11","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","13","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","14","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","16","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","17","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944207","38.27","19","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944216","38.36","18","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944216","38.36","17","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944216","38.36","18","","","","0"
